document,dominant_topic,topic_0_probability,topic_1_probability,original_text
stockbit kembang user experience saldo langsung tampil spam saldo deposit suruh topup paksa hitung manual pakai kalkulator sita momen beli saham,1,0.3318378734789793,0.6681621265210207,"['stockbit', 'kembang', 'user experience', 'saldo', 'langsung', 'tampil', 'spam', 'saldo', 'deposit', 'suruh', 'topup', 'paksa', 'hitung', 'manual', 'pakai', 'kalkulator', 'sita', 'momen', 'beli', 'saham']"
sekuritas murah biaya jelek aplikasi lag eror pas jam jam trading tinggal maintenance jam mohon cepat baik edited baharu tidak pernah eror pas jam trading fitur ipo mudah aplikasi ritel nih bous,1,0.07152973561732769,0.9284702643826723,"['sekuritas', 'murah', 'biaya', 'jelek', 'aplikasi', 'lag', 'eror', 'pas', 'jam', 'jam', 'trading', 'tinggal', 'maintenance', 'jam', 'mohon', 'cepat', 'baik', 'edited', 'baharu', 'tidak pernah', 'eror', 'pas', 'jam', 'trading', 'fitur', 'ipo', 'mudah', 'aplikasi', 'ritel', 'nih', 'bous']"
riview ulangmohon maaf min riview bagus minggu lalusekarang pakai aplikasi stockbit ternyatawesome banget mula sayalancar midah dipahamimantap,0,0.5310343271183641,0.46896567288163604,"['riview', 'ulangmohon', 'maaf', 'min', 'riview', 'bagus', 'minggu', 'lalusekarang', 'pakai', 'aplikasi', 'stockbit', 'ternyatawesome', 'banget', 'mula', 'sayalancar', 'midah', 'dipahamimantap']"
grafik tampil ubah candle chart ayo fiturnya opsi ubah grafik tampil masuk trading view ful scren,1,0.15347596449864412,0.8465240355013558,"['grafik', 'tampil', 'ubah', 'candle', 'chart', 'ayo', 'fiturnya', 'opsi', 'ubah', 'grafik', 'tampil', 'masuk', 'trading', 'view', 'ful', 'scren']"
fitur rekening pencairanya tolong sederhana min coba berkalikali gagal mulu verifikasi wajah batas lihat sulit baca instruksi verifikasi wajah lebih the best stockbit,1,0.41987327724004125,0.5801267227599587,"['fitur', 'rekening', 'pencairanya', 'tolong', 'sederhana', 'min', 'coba', 'berkalikali', 'gagal', 'mulu', 'verifikasi', 'wajah', 'batas', 'lihat', 'sulit', 'baca', 'instruksi', 'verifikasi', 'wajah', 'lebih', 'the', 'best', 'stockbit']"
daftar sulit suruh video cal suruh telepon pilih jam bisa pilih jam daftar nunggu verifikasi videocal suruh telepon slowrespon banget chat live suport mending ilangin tuh chat live suport bantu,1,0.13626392430278025,0.8637360756972197,"['daftar', 'sulit', 'suruh', 'video', 'cal', 'suruh', 'telepon', 'pilih', 'jam', 'bisa', 'pilih', 'jam', 'daftar', 'nunggu', 'verifikasi', 'videocal', 'suruh', 'telepon', 'slowrespon', 'banget', 'chat', 'live', 'suport', 'mending', 'ilangin', 'tuh', 'chat', 'live', 'suport', 'bantu']"
tolong dongbisa nga pilih bank metode bayar jago bri biar pakai ewalet kaya dana gopaybiar enak ajaitu sayamohon min,0,0.5591645460420556,0.44083545395794443,"['tolong', 'dongbisa', 'nga', 'pilih', 'bank', 'metode', 'bayar', 'jago', 'bri', 'biar', 'pakai', 'ewalet', 'kaya', 'dana', 'gopaybiar', 'enak', 'ajaitu', 'sayamohon', 'min']"
investasi aplikasi daftar hasil tunggu kerja selesai sekuritas suruh verifikasi panggil video cal gogle meting hadir rapat hadir stockbit verifikasi aneh hadir muncul notifikasi,1,0.1359477288439173,0.8640522711560826,"['investasi', 'aplikasi', 'daftar', 'hasil', 'tunggu', 'kerja', 'selesai', 'sekuritas', 'suruh', 'verifikasi', 'panggil', 'video', 'cal', 'gogle', 'meting', 'hadir', 'rapat', 'hadir', 'stockbit', 'verifikasi', 'aneh', 'hadir', 'muncul', 'notifikasi']"
aplikasi bagus cocok mula tampilanya mudah ajar menganalisa teknikal fundamental saham lincah operasi,0,0.9741685136510427,0.025831486348957308,"['aplikasi', 'bagus', 'cocok', 'mula', 'tampilanya', 'mudah', 'ajar', 'menganalisa', 'teknikal', 'fundamental', 'saham', 'lincah', 'operasi']"
coba daftardan deposit rekening withdrawal diubahsaran rekening withdrawal pilih guna masuk formulir pendaftaranbukan otomatis langsung daftar bank jago rekening rdn,1,0.3703899584100826,0.6296100415899174,"['coba', 'daftardan', 'deposit', 'rekening', 'withdrawal', 'diubahsaran', 'rekening', 'withdrawal', 'pilih', 'guna', 'masuk', 'formulir', 'pendaftaranbukan', 'otomatis', 'langsung', 'daftar', 'bank', 'jago', 'rekening', 'rdn']"
alhamdulillah akun saham syariah saran menu deposit tari riwayat langsung tampil layar menu portofolio praktis tampil antarmuka tolong menu portofolio saham milik muncul logo usah nama,1,0.2770616749536657,0.7229383250463344,"['alhamdulillah', 'akun', 'saham', 'syariah', 'saran', 'menu', 'deposit', 'tari', 'riwayat', 'langsung', 'tampil', 'layar', 'menu', 'portofolio', 'praktis', 'tampil', 'antarmuka', 'tolong', 'menu', 'portofolio', 'saham', 'milik', 'muncul', 'logo', 'usah', 'nama']"
bagus sekuritas andal fitur traksaksi saham mudah kontrol sesuai member fitur sekuritas terimakasih,0,0.966980069629096,0.03301993037090395,"['bagus', 'sekuritas', 'andal', 'fitur', 'traksaksi', 'saham', 'mudah', 'kontrol', 'sesuai', 'member', 'fitur', 'sekuritas', 'terimakasih']"
aplikasi fitur bagushanya tambah fitur transaksi saham negeri transaksi bitcoinsemacam superaps investasi,1,0.033205506014115226,0.9667944939858848,"['aplikasi', 'fitur', 'bagushanya', 'tambah', 'fitur', 'transaksi', 'saham', 'negeri', 'transaksi', 'bitcoinsemacam', 'superaps', 'investasi']"
market buka suka bugloading sumpah bikin risih aksi jual buy tinggal keburu naikturun,1,0.031753405899200546,0.9682465941007994,"['market', 'buka', 'suka', 'bugloading', 'sumpah', 'bikin', 'risih', 'aksi', 'jual', 'buy', 'tinggal', 'keburu', 'naikturun']"
chat suportnya santai response kasih uang guna mending cari sekuritas cepat tangap layan konsumen,1,0.18800984069587623,0.8119901593041238,"['chat', 'suportnya', 'santai', 'response', 'kasih', 'uang', 'guna', 'mending', 'cari', 'sekuritas', 'cepat', 'tangap', 'layan', 'konsumen']"
terimakasih akun pakai mohon depa whatsapp fast respon chat kendala chat suport aplikasi terimakasih,1,0.026776796498409448,0.9732232035015905,"['terimakasih', 'akun', 'pakai', 'mohon', 'depa', 'whatsapp', 'fast', 'respon', 'chat', 'kendala', 'chat', 'suport', 'aplikasi', 'terimakasih']"
coba aplikasi sekuritas stockbit baik ringan penting ramai carah rekening tari butuh minimal rekening tari dana tolong fortofolio order baik filtenya default ting,1,0.32121087031164586,0.6787891296883541,"['coba', 'aplikasi', 'sekuritas', 'stockbit', 'baik', 'ringan', 'penting', 'ramai', 'carah', 'rekening', 'tari', 'butuh', 'minimal', 'rekening', 'tari', 'dana', 'tolong', 'fortofolio', 'order', 'baik', 'filtenya', 'default', 'ting']"
banyak maintenancenya depa ditingkatin frekuensi maintenancenya hiyahiyahiya upgrade stockbit sumpah gangu banget maintenancenya,1,0.49960089381133205,0.500399106188668,"['banyak', 'maintenancenya', 'depa', 'ditingkatin', 'frekuensi', 'maintenancenya', 'hiyahiyahiya', 'upgrade', 'stockbit', 'sumpah', 'gangu', 'banget', 'maintenancenya']"
aplikasi lengkap fitur baru sehinga mudah retail ecek saham akumulasi asing bantu banget god luck,0,0.9723213511087792,0.027678648891220795,"['aplikasi', 'lengkap', 'fitur', 'baru', 'sehinga', 'mudah', 'retail', 'ecek', 'saham', 'akumulasi', 'asing', 'bantu', 'banget', 'god', 'luck']"
mudah paham mula cek untunganya tingkat cepat tuk jual beli kalah saing,0,0.9721815353335465,0.027818464666453508,"['mudah', 'paham', 'mula', 'cek', 'untunganya', 'tingkat', 'cepat', 'tuk', 'jual', 'beli', 'kalah', 'saing']"
suka stockbit banding saham mohon diupdate tab mohon sperti versi desktop,1,0.03485884735725142,0.9651411526427486,"['suka', 'stockbit', 'banding', 'saham', 'mohon', 'diupdate', 'tab', 'mohon', 'sperti', 'versi', 'desktop']"
pakai aplikasi guna kecewa aplikasi ngelag eror,1,0.03570748851305681,0.9642925114869432,"['pakai', 'aplikasi', 'guna', 'kecewa', 'aplikasi', 'ngelag', 'eror']"
mudah fleksibel transparansi informasi tarik saham tanggal informasi terimakasih ajar mandiri,0,0.964646785411897,0.03535321458810302,"['mudah', 'fleksibel', 'transparansi', 'informasi', 'tarik', 'saham', 'tanggal', 'informasi', 'terimakasih', 'ajar', 'mandiri']"
instal isi data nomor telepon kantor gmana kantor kerja kantor sekolah pelosok nomor telponya gagal daftar,1,0.0348178872783285,0.9651821127216715,"['instal', 'isi', 'data', 'nomor', 'telepon', 'kantor', 'gmana', 'kantor', 'kerja', 'kantor', 'sekolah', 'pelosok', 'nomor', 'telponya', 'gagal', 'daftar']"
aplikasi bagus fitur lengkap tampilanya keren mudah paham kasih bintang stockbit saham crypto emas kasih bintang enak aplikasi instrumen investasi rekening bank aplikasi rekening bank,0,0.9780982162942056,0.021901783705794504,"['aplikasi', 'bagus', 'fitur', 'lengkap', 'tampilanya', 'keren', 'mudah', 'paham', 'kasih', 'bintang', 'stockbit', 'saham', 'crypto', 'emas', 'kasih', 'bintang', 'enak', 'aplikasi', 'instrumen', 'investasi', 'rekening', 'bank', 'aplikasi', 'rekening', 'bank']"
ubah bahasa indonesia bahasa ingris ajar bahasa ingris deh,0,0.8464591982770137,0.15354080172298637,"['ubah', 'bahasa', 'indonesia', 'bahasa', 'ingris', 'ajar', 'bahasa', 'ingris', 'deh']"
admin min min ngomong ngomong bagus aplikasi komunitas aktifui simpel bagus pokok banyak broker plus minus ngomong ngomong min thr wkwkw nyenangkan hati guna saham sampah kirim baju limit logo stockbit wkwk becanda min last sehat min titip salam pimpin serta jajaranya,1,0.27639758296546524,0.7236024170345348,"['admin', 'min', 'min', 'ngomong ngomong', 'bagus', 'aplikasi', 'komunitas', 'aktifui', 'simpel', 'bagus', 'pokok', 'banyak', 'broker', 'plus', 'minus', 'ngomong ngomong', 'min', 'thr', 'wkwkw', 'nyenangkan', 'hati', 'guna', 'saham', 'sampah', 'kirim', 'baju', 'limit', 'logo', 'stockbit', 'wkwk', 'becanda', 'min', 'last', 'sehat', 'min', 'titip', 'salam', 'pimpin', 'serta', 'jajaranya']"
alam order nego ribet kali revisi csnya kunjung reply email minggu alhasil habis revisi tanggal tidak ada solusi kasih saran estimasi ato,1,0.02462072051456916,0.9753792794854309,"['alam', 'order', 'nego', 'ribet', 'kali', 'revisi', 'csnya', 'kunjung', 'reply', 'email', 'minggu', 'alhasil', 'habis', 'revisi', 'tanggal', 'tidak ada', 'solusi', 'kasih', 'saran', 'estimasi', 'ato']"
bagus sedia bit fitur eksekusi cepat buy ting take profit stop los,1,0.025085528830503214,0.9749144711694968,"['bagus', 'sedia', 'bit', 'fitur', 'eksekusi', 'cepat', 'buy', 'ting', 'take', 'profit', 'stop', 'los']"
hati hati pakai stockbit akun saudara login tulis akun kunci harap hubung customer service customer service hubung saran pakai fitur lupa pasword lupa pasword email verifikasi masuk email saudara ganti customer service pakai template fitur lupa pasword email verifikasi masuk email utamaemail spamemail promotion,1,0.023353554669234527,0.9766464453307656,"['hati', 'hati', 'pakai', 'stockbit', 'akun', 'saudara', 'login', 'tulis', 'akun', 'kunci', 'harap', 'hubung', 'customer service', 'customer service', 'hubung', 'saran', 'pakai', 'fitur', 'lupa', 'pasword', 'lupa', 'pasword', 'email', 'verifikasi', 'masuk', 'email', 'saudara', 'ganti', 'customer service', 'pakai', 'template', 'fitur', 'lupa', 'pasword', 'email', 'verifikasi', 'masuk', 'email', 'utamaemail', 'spamemail', 'promotion']"
buruk pemeliharan aplikasi stockbit crash jam bursa maintenance rutin stockbit,1,0.032333237608816796,0.9676667623911832,"['buruk', 'pemeliharan', 'aplikasi', 'stockbit', 'crash', 'jam', 'bursa', 'maintenance', 'rutin', 'stockbit']"
customer servis santai respongiliran posisi sel matchnya lambatgiliran posisi buy cepat sistem langsung matchmacam pepek kerja,1,0.030524884471568054,0.969475115528432,"['customer', 'servis', 'santai', 'respongiliran', 'posisi', 'sel', 'matchnya', 'lambatgiliran', 'posisi', 'buy', 'cepat', 'sistem', 'langsung', 'matchmacam', 'pepek', 'kerja']"
user interface ramah pemulagampang ajar tarik fitur virtual aku,0,0.9696245795655759,0.030375420434424087,"['user interface', 'ramah', 'pemulagampang', 'ajar', 'tarik', 'fitur', 'virtual', 'aku']"
spam sales forex bot michael yeoh palsu capek blokir tolong basmi update bintang nya beres,1,0.47860699965484343,0.5213930003451566,"['spam', 'sales', 'forex', 'bot', 'michael', 'yeoh', 'palsu', 'capek', 'blokir', 'tolong', 'basmi', 'update', 'bintang nya', 'beres']"
terima kasih stockbit atensi the best harap aplikasi ringan stabil ramah jenis device,0,0.9739586035822951,0.026041396417704834,"['terima', 'kasih', 'stockbit', 'atensi', 'the', 'best', 'harap', 'aplikasi', 'ringan', 'stabil', 'ramah', 'jenis', 'device']"
stockbit oke tingkat aplikasi ringan pengunanya saran buat pasar nego pasang buy sel mudah praktis guna thks,1,0.45737451232830967,0.5426254876716904,"['stockbit', 'oke', 'tingkat', 'aplikasi', 'ringan', 'pengunanya', 'saran', 'buat', 'pasar', 'nego', 'pasang', 'buy', 'sel', 'mudah', 'praktis', 'guna', 'thks']"
fitur super komplit friendly user mula rendah pas trader equity pas pas,0,0.6487421476567201,0.35125785234327983,"['fitur', 'super', 'komplit', 'friendly', 'user', 'mula', 'rendah', 'pas', 'trader', 'equity', 'pas', 'pas']"
loadingnya kaya buka langsung muncul halamanya tolong baik,1,0.03562601372720642,0.9643739862727936,"['loadingnya', 'kaya', 'buka', 'langsung', 'muncul', 'halamanya', 'tolong', 'baik']"
tolong proses penarikanya santai sih apapa uang pindah aset hambat bikin hilang momentum,1,0.03033213780603337,0.9696678621939666,"['tolong', 'proses', 'penarikanya', 'santai', 'sih', 'apapa', 'uang', 'pindah', 'aset', 'hambat', 'bikin', 'hilang', 'momentum']"
aplikasi habis update buka bagus lot menu portfolio coba nama emiten kode saham contoh goto usaha goto gojek tokopedia tbk,1,0.024712414655756524,0.9752875853442433,"['aplikasi', 'habis', 'update', 'buka', 'bagus', 'lot', 'menu', 'portfolio', 'coba', 'nama', 'emiten', 'kode', 'saham', 'contoh', 'goto', 'usaha', 'goto', 'gojek', 'tokopedia', 'tbk']"
mula oke bgtada fitur stream seru tau informasi kini emiten ramai sayang jam bursa lot,0,0.6503003324430995,0.3496996675569005,"['mula', 'oke', 'bgtada', 'fitur', 'stream', 'seru', 'tau', 'informasi', 'kini', 'emiten', 'ramai', 'sayang', 'jam', 'bursa', 'lot']"
tolong min akun blokir stockbit nih stockbit main bos jelek ratingmu tolong buka akun dichat live suport hasil,1,0.22724308635201756,0.7727569136479824,"['tolong', 'min', 'akun', 'blokir', 'stockbit', 'nih', 'stockbit', 'main', 'bos', 'jelek', 'ratingmu', 'tolong', 'buka', 'akun', 'dichat', 'live', 'suport', 'hasil']"
total equity kemarin minus under minus kaya mending pindah,1,0.03673502799182377,0.9632649720081762,"['total', 'equity', 'kemarin', 'minus', 'under', 'minus', 'kaya', 'mending', 'pindah']"
bagus mudah erti cepat daftar ribet versi krypto informasi,0,0.7084803579551289,0.2915196420448712,"['bagus', 'mudah', 'erti', 'cepat', 'daftar', 'ribet', 'versi', 'krypto', 'informasi']"
watchlist scrol update,1,0.06293062103036377,0.9370693789696363,"['watchlist', 'scrol', 'update']"
minggu registrasi selfi berkalikali wajah gagal deteksi video cal customer service sih customer service langsung bilang data sesuai watdehel apan coba suruh selfi tombol selfi selfi otomatis deteksi,1,0.02395187402567315,0.9760481259743269,"['minggu', 'registrasi', 'selfi', 'berkalikali', 'wajah', 'gagal', 'deteksi', 'video', 'cal', 'customer service', 'sih', 'customer service', 'langsung', 'bilang', 'data', 'sesuai', 'watdehel', 'apan', 'coba', 'suruh', 'selfi', 'tombol', 'selfi', 'selfi', 'otomatis', 'deteksi']"
baik stokbit mudah erti lengkap informasi,0,0.9643114665067027,0.035688533493297286,"['baik', 'stokbit', 'mudah', 'erti', 'lengkap', 'informasi']"
fitur split order batal order min kasih fitur cabut order langsung klik tuh,1,0.035608565915656094,0.964391434084344,"['fitur', 'split', 'order', 'batal', 'order', 'min', 'kasih', 'fitur', 'cabut', 'order', 'langsung', 'klik', 'tuh']"
coba sekuritas stockbit hari server kadang suka down kembang stockbit aps sekuritas nomor dindo,1,0.4231191118900493,0.5768808881099506,"['coba', 'sekuritas', 'stockbit', 'hari', 'server', 'kadang', 'suka', 'down', 'kembang', 'stockbit', 'aps', 'sekuritas', 'nomor', 'dindo']"
tidak bisa withdrawal lupa pasword bank jago bank jago ribet login pakai akun gogle rdn pilihanya pakai rekening mandiri,1,0.33317603269436136,0.6668239673056388,"['tidak bisa', 'withdrawal', 'lupa', 'pasword', 'bank', 'jago', 'bank', 'jago', 'ribet', 'login', 'pakai', 'akun', 'gogle', 'rdn', 'pilihanya', 'pakai', 'rekening', 'mandiri']"
register sulit mahasiswa susah register ktp sih minus banget,1,0.03827200752211297,0.9617279924778871,"['register', 'sulit', 'mahasiswa', 'susah', 'register', 'ktp', 'sih', 'minus', 'banget']"
aplikasi busuk sulit login customer service suruh screnshot ganti pasword mulu berkalikali ganti,1,0.029940095893026816,0.9700599041069732,"['aplikasi', 'busuk', 'sulit', 'login', 'customer service', 'suruh', 'screnshot', 'ganti', 'pasword', 'mulu', 'berkalikali', 'ganti']"
user interface user experience bagus mudah orang awam terima kasih stockbit,0,0.97520858028669,0.02479141971330996,"['user interface', 'user experience', 'bagus', 'mudah', 'orang', 'awam', 'terima', 'kasih', 'stockbit']"
trailstop gaguna pasang harga harga anjlok nyangkut,1,0.05247989617214745,0.9475201038278526,"['trailstop', 'gaguna', 'pasang', 'harga', 'harga', 'anjlok', 'nyangkut']"
mudah paham mula fitur oke banget,0,0.9704036691385599,0.02959633086144012,"['mudah', 'paham', 'mula', 'fitur', 'oke', 'banget']"
stockbit bagus puas banget pakenya saran sih tambah kasih statistik performa portfolio lihat ringkas performa portfolio periode turun deposit kah capital gain kah daftar bingung baca hehe,0,0.5654756076606139,0.43452439233938606,"['stockbit', 'bagus', 'puas', 'banget', 'pakenya', 'saran', 'sih', 'tambah', 'kasih', 'statistik', 'performa', 'portfolio', 'lihat', 'ringkas', 'performa', 'portfolio', 'periode', 'turun', 'deposit', 'kah', 'capital', 'gain', 'kah', 'daftar', 'bingung', 'baca', 'hehe']"
kecewa batas transaksi nego hari proses dasar urut email masuk sehinga banyak permintan transaksi nego mohon transaksi nego punya proses kirim email transaksi tambah kirim ulang berkas edit tangalnya sehinga transaksi transaksi nego kunjung proses,1,0.07084168363467788,0.9291583163653221,"['kecewa', 'batas', 'transaksi', 'nego', 'hari', 'proses', 'dasar', 'urut', 'email', 'masuk', 'sehinga', 'banyak', 'permintan', 'transaksi', 'nego', 'mohon', 'transaksi', 'nego', 'punya', 'proses', 'kirim', 'email', 'transaksi', 'tambah', 'kirim', 'ulang', 'berkas', 'edit', 'tangalnya', 'sehinga', 'transaksi', 'transaksi', 'nego', 'kunjung', 'proses']"
bagus pajak investasi stockbit bunga dividen capital gain pajak utang potong otomatis lapor djp bayar mandiri,1,0.4572208759089788,0.5427791240910211,"['bagus', 'pajak', 'investasi', 'stockbit', 'bunga', 'dividen', 'capital', 'gain', 'pajak', 'utang', 'potong', 'otomatis', 'lapor', 'djp', 'bayar', 'mandiri']"
nomor rekomendasi layan customer service buruk lambat santai respon cari sekuritas cepat mudah pakai aplikasi bikin darah verifikasi data bulan kelar permulan kenal depan layan buruk lambat,1,0.21162477630441762,0.7883752236955823,"['nomor', 'rekomendasi', 'layan', 'customer service', 'buruk', 'lambat', 'santai', 'respon', 'cari', 'sekuritas', 'cepat', 'mudah', 'pakai', 'aplikasi', 'bikin', 'darah', 'verifikasi', 'data', 'bulan', 'kelar', 'permulan', 'kenal', 'depan', 'layan', 'buruk', 'lambat']"
aduh sih sedia bit akun sedia bit bikin bang jago yah tolong solusi tolong banget mah,1,0.1374687961939036,0.8625312038060964,"['aduh', 'sih', 'sedia', 'bit', 'akun', 'sedia', 'bit', 'bikin', 'bang', 'jago', 'yah', 'tolong', 'solusi', 'tolong', 'banget', 'mah']"
kasih bintang daftar mudah next edit garis statistik belah,1,0.03416002528749862,0.9658399747125015,"['kasih', 'bintang', 'daftar', 'mudah', 'next', 'edit', 'garis', 'statistik', 'belah']"
keren fitur stockbit developer keren habis fitur ringan,0,0.9636899960095248,0.03631000399047522,"['keren', 'fitur', 'stockbit', 'developer', 'keren', 'habis', 'fitur', 'ringan']"
alam baik aplikasi skuritas moga depa,0,0.7365147968075192,0.2634852031924808,"['alam', 'baik', 'aplikasi', 'skuritas', 'moga', 'depa']"
pilih rdn bank jago bank bca orang rekening coba lihat aplikasi belah pilih rdn dana gopay bni mandiri bca orang rekening jago bca,0,0.8409619866746076,0.1590380133253924,"['pilih', 'rdn', 'bank', 'jago', 'bank', 'bca', 'orang', 'rekening', 'coba', 'lihat', 'aplikasi', 'belah', 'pilih', 'rdn', 'dana', 'gopay', 'bni', 'mandiri', 'bca', 'orang', 'rekening', 'jago', 'bca']"
mohon buat versi tablet tampilanya bagus dar handphone,1,0.31397309781252086,0.6860269021874792,"['mohon', 'buat', 'versi', 'tablet', 'tampilanya', 'bagus', 'dar', 'handphone']"
aplikasi ringan fiturnya pada mudah,0,0.9566614709183616,0.04333852908163831,"['aplikasi', 'ringan', 'fiturnya', 'pada', 'mudah']"
jujur aplikasi mudah banget user interface gampang beda,0,0.96922039006276,0.03077960993724002,"['jujur', 'aplikasi', 'mudah', 'banget', 'user interface', 'gampang', 'beda']"
harga porto tanggal aplikasi update,1,0.04238094783266898,0.9576190521673309,"['harga', 'porto', 'tanggal', 'aplikasi', 'update']"
stabil fungsifitur guna trader,0,0.9478873670164768,0.052112632983523234,"['stabil', 'fungsifitur', 'guna', 'trader']"
sebenernya sih kurang bintang lot buka aplikasi,1,0.036173474231206496,0.9638265257687935,"['sebenernya', 'sih', 'kurang', 'bintang', 'lot', 'buka', 'aplikasi']"
stockbit bagus elegan simpel mudah erti nyaman pakai jaga kualitas,0,0.9727598399284646,0.027240160071535492,"['stockbit', 'bagus', 'elegan', 'simpel', 'mudah', 'erti', 'nyaman', 'pakai', 'jaga', 'kualitas']"
balajar saham pakai sekuritas sihjadi simpel banget tampilanyakemudian pesan ipo bayar pas harga saham fix,1,0.027007493379266834,0.9729925066207331,"['balajar', 'saham', 'pakai', 'sekuritas', 'sihjadi', 'simpel', 'banget', 'tampilanyakemudian', 'pesan', 'ipo', 'bayar', 'pas', 'harga', 'saham', 'fix']"
